lot_id,wafer_id,product_type,technology_node,process_date,etch_tool,litho_tool,deposition_tool,implant_tool,etch_rate,pressure,temperature,exposure_time,focus_offset,dose,deposition_rate,thickness_uniformity,implant_energy,tilt_angle,critical_dimension,oxide_thickness,resistivity,defect_count,defect_density,vth,leakage_current,resistance,yield
LOT_0003,W022,CPU,10nm,2023-01-03,ETCH_04,LITHO_03,DEP_02,IMP_01,3.564498401,147.5832101,65.37718388,1.572780935,0.029996358,1.01E+15,2.049342917,1.349252693,50.3592094,6.894814921,21.10783562,51.79675582,1.978681073,565,0.789624525,0.492646633,0.000172924,91.52790715,0.61645744
LOT_0003,W023,CPU,10nm,2023-01-03,ETCH_04,LITHO_03,DEP_02,IMP_01,3.544592536,154.5786861,67.02094698,1.470846128,0.020164391,1.01E+15,1.965130887,1.841469115,50.49097495,7.331440634,23.76021079,55.4525539,2.110950416,661,1.030816753,0.660668181,0.000257615,93.6926977,0.531671237
LOT_0003,W024,CPU,10nm,2023-01-03,ETCH_04,LITHO_03,DEP_02,IMP_01,3.566909122,152.9722171,66.74722724,1.615020504,0.026377165,1.00E+15,1.99784294,1.882275006,50.62354886,7.450114329,21.06643271,56.19522499,2.424859588,724,1.054326086,0.615115761,0.000712054,97.73214857,0.413777147
LOT_0003,W025,CPU,10nm,2023-01-03,ETCH_04,LITHO_03,DEP_02,IMP_01,3.65359236,152.4733576,62.90823388,1.522230133,0.026983157,1.01E+15,1.976598283,1.522937639,49.21510169,6.939525926,22.62929867,52.78126956,2.36876251,604,0.874960398,0.700137219,0.000213922,98.70168351,0.543961168
LOT_0008,W001,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.64769806,151.2589193,66.75358765,1.432797769,0.025526633,9.85E+14,2.163532034,1.840079959,50.5542247,7.066136395,21.11123565,55.58744469,2.13510225,702,1.032803296,0.603884341,0.000273691,95.96547126,0.491124865
LOT_0008,W002,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.305644105,161.2648601,67.77753931,1.481184964,0.023094095,1.01E+15,2.139572288,1.939457739,50.15669373,7.087643389,19.99491184,53.97044158,2.53957839,747,1.081275917,0.603506732,0.000379033,100.1422971,0.421508784
LOT_0008,W003,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.455151595,152.5958015,65.86204152,1.483311056,0.017938633,9.74E+14,1.980207492,1.337296154,51.77016762,6.838281066,22.16558446,56.26855232,2.225222582,542,0.777617393,0.656132324,0.000293277,103.0874448,0.651079666
LOT_0008,W004,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.605240082,150.7595575,65.23369906,1.482166343,0.028903205,9.86E+14,1.974522271,1.57023958,49.49821581,7.161487252,21.90849404,56.25060117,2.339919908,623,0.899571392,0.694644094,0.00011453,101.19835,0.726363019
LOT_0008,W005,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.578034455,151.7985886,64.86751661,1.487490608,0.017650199,1.00E+15,2.080407061,1.591451687,50.00621136,6.585801273,20.49840668,54.29078827,2.910429545,638,0.904550943,0.53700211,0.000490764,95.08696946,0.758677144
LOT_0008,W006,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.531725502,144.8047365,69.791687,1.57972212,0.026394735,1.01E+15,1.965097066,1.527927984,50.3308513,7.439708521,20.38393588,58.44124113,2.593939642,637,0.877161359,0.535976482,0.000257732,100.0027442,0.785332668
LOT_0008,W007,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.414571246,141.7629581,65.83911385,1.499913174,0.02186056,9.91E+14,1.879179382,1.572833425,49.63989405,6.969079958,23.2788937,60.3014203,2.673825695,671,0.897346993,0.496981886,0.000436291,105.3130186,0.773239058
LOT_0008,W008,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.516201424,157.5599187,66.24157145,1.509702597,0.016649695,9.89E+14,1.886804508,1.432343455,49.18462437,8.062385702,23.99700859,59.80091876,2.133131494,541,0.824496575,0.625982431,0.000123686,95.25329993,0.567308277
LOT_0008,W009,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.466549841,157.6846022,67.96513145,1.49463226,0.027997095,1.01E+15,2.045407593,1.655935948,50.1989497,6.818040303,21.5850462,56.12722844,2.357840539,697,0.941966522,0.59175713,0.000169544,102.9379121,0.828879601
LOT_0008,W010,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.477611764,156.409924,62.90084758,1.479239312,0.023170137,1.01E+15,1.952090671,1.639163956,50.69285576,6.507098096,21.57376735,57.98690715,2.768394156,663,0.931167047,0.509943116,0.00029926,113.6662302,0.828669198
LOT_0008,W011,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.464168583,148.4931536,62.76388016,1.458335252,0.019808615,9.85E+14,1.977575934,1.828286395,49.30724514,6.421510762,21.96546272,53.17830483,2.412397436,709,1.024047505,0.599357699,0.000291469,101.7995447,0.831163876
LOT_0008,W012,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.572644228,153.7539879,66.48954762,1.458717316,0.023746817,1.02E+15,1.970717847,1.142704468,50.16048962,6.819980366,20.90788435,55.9333714,2.593713463,472,0.683225643,0.61397042,0.00023917,100.6930876,0.844487134
LOT_0008,W013,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.567094985,153.0095948,64.15607335,1.542276305,0.028756098,9.96E+14,1.933258941,1.519254574,51.80651621,7.524997084,22.5083374,54.16465888,2.096605292,634,0.874005336,0.623063927,0.000169597,107.0222253,0.723855742
LOT_0008,W014,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.58266874,155.1973425,68.03638942,1.552868415,0.027360985,9.98E+14,1.912825396,1.626521502,50.93312807,7.532585983,24.17892512,52.7091977,2.248923789,708,0.926941244,0.608255025,0.000569919,98.46417105,0.309568182
LOT_0008,W015,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.543155764,144.1586553,63.09340875,1.363886113,0.027712726,1.00E+15,2.074785113,1.332452401,50.02440734,6.719108753,19.6698583,59.36467834,2.919785002,528,0.780082563,0.555610226,0.000131364,115.5164967,0.763636817
LOT_0008,W016,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.608641136,146.8590186,61.56302427,1.507253187,0.026965878,9.87E+14,1.924215161,1.528127554,49.62941724,6.642659662,22.78191986,55.80419635,2.550417942,615,0.877546716,0.506720618,0.000287103,108.0505661,0.846271979
LOT_0008,W017,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.422069429,150.4675606,64.69241503,1.4713035,0.028466186,9.98E+14,1.909460708,1.787683104,50.02801292,7.752107141,21.98475142,55.7409111,2.57448218,671,1.008074645,0.53937501,0.000167517,98.52959195,0.82135105
LOT_0008,W018,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.620145988,148.5121458,64.03599301,1.462014844,0.014144657,9.99E+14,1.786885512,1.314311234,47.92441199,6.92483977,21.50995568,52.39355576,2.148329874,514,0.764227945,0.607340267,0.00013447,96.08539034,0.449170137
LOT_0008,W019,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.644262243,149.9854127,66.04070366,1.578493322,0.023343185,1.01E+15,1.880911039,1.389559674,48.53723369,5.88336059,22.73215723,52.82984023,2.346278436,570,0.806451429,0.563067333,0.000338188,103.8803388,0.586640314
LOT_0008,W020,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.471480141,151.4883519,63.07100319,1.410344677,0.021085914,1.00E+15,1.930232031,1.323193888,49.60010094,6.977553485,22.27375155,53.324712,2.851515374,554,0.772139901,0.65904606,0.000270493,101.6648886,0.550710914
LOT_0008,W021,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.497736236,143.9904597,68.24036839,1.514880247,0.017578144,9.92E+14,2.08817614,1.504376154,49.66281186,6.487503843,23.77498572,59.18475397,2.204441679,634,0.860977149,0.694094689,0.000514179,98.4114108,0.461699486
LOT_0008,W022,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.643685045,145.4642159,64.86898813,1.492435039,0.016021054,9.92E+14,1.897600967,1.52092193,49.54805063,6.996477507,21.67658563,54.07035529,2.281461513,658,0.868471492,0.619589239,0.000589493,98.04922895,0.605389762
LOT_0008,W023,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.619689457,148.648782,64.74187225,1.487687894,0.025978511,1.01E+15,1.904719152,1.636248853,49.86407271,7.754728847,21.63950764,50.82533083,2.723170503,702,0.931113682,0.567871184,0.000339148,99.63577032,0.680466008
LOT_0008,W024,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.364309774,150.1893801,65.88609754,1.542480599,0.026464288,1.01E+15,1.890005949,1.178399573,49.60694724,7.696727264,23.06582365,56.07335206,2.613891895,489,0.70243193,0.684354906,0.00011548,109.7494889,0.599589409
LOT_0008,W025,CPU,10nm,2023-01-08,ETCH_03,LITHO_01,DEP_01,IMP_01,3.514237748,145.3226665,66.57581089,1.514854173,0.031106134,9.91E+14,1.876933578,1.536697924,51.66480183,5.705791684,22.08965176,57.37380729,2.19585822,621,0.883902029,0.651683329,0.000387477,92.20815884,0.72313395
LOT_0010,W001,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.492454077,156.5068323,66.42916907,1.493693412,0.028836556,9.95E+14,1.952278256,1.779156246,50.52930621,6.243521617,22.46628729,51.053312,2.436249591,697,1.003996401,0.684009933,0.000373803,95.79330233,0.569993682
LOT_0010,W002,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.520402762,149.0121375,68.19934404,1.514828847,0.030338258,1.01E+15,1.844288338,1.313374329,48.44848775,7.594298412,24.77404321,57.10776333,2.848851573,524,0.771856293,0.667430028,0.000261926,105.0796193,0.296163938
LOT_0010,W003,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.590989718,160.836121,68.38646866,1.535359309,0.028895927,1.00E+15,2.004990023,1.759723568,48.63163691,6.959525897,22.11835425,53.84656946,2.656146353,674,0.994309748,0.579718117,0.000510864,100.9261307,0.541794342
LOT_0010,W004,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.59365597,148.6103961,67.66229344,1.500066284,0.025977105,1.02E+15,1.901066777,1.488272273,50.85670248,6.597414124,23.61527222,49.57580646,2.14174318,590,0.857124689,0.542685772,0.000309903,92.63499654,0.950398778
LOT_0010,W005,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.590352432,152.9663748,64.41445031,1.497539754,0.026445419,9.94E+14,1.998030684,1.39441574,49.40932544,6.861755122,24.0378743,54.11455311,2.156932162,536,0.81043058,0.648504085,0.000450201,89.82053892,0.379091708
LOT_0010,W006,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.654410254,157.2214653,63.1242629,1.538193018,0.023734466,9.91E+14,1.976801534,1.769042307,50.50083159,7.371229457,21.04361869,55.5417078,2.40899498,747,0.996388386,0.55806534,0.000880848,90.25537335,0.800975113
LOT_0010,W007,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.512186585,152.1609323,65.67056575,1.455681243,0.028257386,9.90E+14,1.936226492,1.626574262,50.72077208,7.436459174,24.17478028,51.43469408,2.583489694,634,0.927415824,0.619243275,0.000655115,91.01276994,0.247321106
LOT_0010,W008,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.623348745,148.6467978,67.60493729,1.43854082,0.031260588,9.94E+14,1.900358859,1.520163646,50.80891927,6.625321155,21.6676951,52.05759472,3.046163172,645,0.875712117,0.614721667,0.000159919,103.9606555,0.728836157
LOT_0010,W009,Memory,10nm,2023-01-10,ETCH_03,LITHO_01,DEP_03,IMP_03,3.622720222,160.3804364,64.97844997,1.461521881,0.026736513,1.00E+15,1.82211967,1.54060187,49.38921805,7.005008962,24.01807187,54.72898802,2.91243523,631,0.883669192,0.612792621,0.000631307,96.60377199,0.382778623
